"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18204","Verify that all available exclusions are displayed - TC_091","chromium","2026-08-14","failed","2026-08-14","National Car Insurance Exclusions - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on Find Advisor CTA - TC_113","chromium","2026-08-14","skipped","2026-08-14","Life Landing Page - @regression @landing","generated/life-landing.test.ts","",""
"","0","Verify that the user is able to select Insurer from Our partner sectionand should and land on Insure - TC_115","chromium","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Home Page Flow","generated/partners.test.ts","",""
"","0","Verify that an insurer link is clickable - TC_014","mobile-chrome","2026-08-14","skipped","2026-08-14","Health Dropdown & Navigation - @smoke @regression > Health Insurance Companies","generated/dropdown-navigation.test.ts","",""
"","0","Verify that all sections are displayed in the Health dropdown - TC_012","mobile-chrome","2026-08-14","skipped","2026-08-14","Health Dropdown & Navigation - @smoke @regression > Health Dropdown","generated/dropdown-navigation.test.ts","",""
"","0","Verify that the How to Buy ThirdParty Car Insurance Online from Turtlemint option is clickable - TC_146","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Key Replacement addon is displayed - TC_265","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the How Does ThirdParty Car Insurance Work option is clickable - TC_128","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","16373","Verify that the National Car Insurance Addons section is displayed - TC_084","chromium","2026-08-14","failed","2026-08-14","National Car Insurance Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the SBI Customer Care section is displayed - TC_355","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Third Party - Customer Care - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to select Insurer type and click on Find Advisor should land on Find Ad - TC_084","mobile-chrome","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Home Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that Consumable Cover is displayed - TC_340","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the National Cashless Garages section is displayed - TC_081","mobile-safari","2026-08-14","skipped","2026-08-14","National Cashless Garages - @regression","generated/car-module.test.ts","",""
"","1","Verify that on clicking Plans tab user should redirect to that particular section on page - TC_168","chromium","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the user is able to click on the Download Now CTA - TC_023","mobile-chrome","2026-08-14","skipped","2026-08-14","Raise a Claim - @regression > Raise a Claim Flow","generated/raise-claim.test.ts","",""
"","0","Verify that the top plannavigation links are displayed - TC_370","firefox","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Get Quote CTA is displayed - TC_205","webkit","2026-08-14","skipped","2026-08-14","Car Insurance - Top Quote Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on Articles - TC_153","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the ThirdParty Liability information is displayed - TC_321","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Third Party - Overview - @regression","generated/car-module.test.ts","",""
"","18900","Verify that the starting premium is displayed - TC_309","chromium","2026-08-14","failed","2026-08-14","SBI Third Party - Top Section - @regression","generated/car-module.test.ts","",""
"","19545","Verify that the Addons menu navigates to the Addons section - TC_245","chromium","2026-08-14","failed","2026-08-14","SBI Comprehensive - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that Additional Roadside Assistance EMI Protector Tyre and Rim Guard and Personal Accident ar - TC_341","webkit","2026-08-14","skipped","2026-08-14","SBI Third Party - Add-ons - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Advisor list are relevent to selected Insurer or not - TC_072","mobile-safari","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","7948","Verify that the insurance business features are displayed - TC_034","chromium","2026-08-14","passed","2026-08-14","Become a POSP - @regression > Insurance Business Features","generated/become-posp.test.ts","",""
"","0","Verify that submit CTA is disable for blank Pincode - TC_087","chromium","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","0","Verify that Voluntary Deductible Cover is displayed - TC_401","webkit","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Premium Calculator section is displayed - TC_393","webkit","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Premium Calculator - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Benefits of FourWheeler ThirdParty Insurance option is clickable - TC_130","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","0","Verify that get In Touch CTA is clickable - TC_052","mobile-safari","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the Importance of ThirdParty Car Insurance Policy option is clickable - TC_127","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Tyre and Rim Guard addon is displayed - TC_273","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Claims section is displayed - TC_258","firefox","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Comprehensive coverage information is displayed - TC_248","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Overview - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Articles option is clickable - TC_110","mobile-safari","2026-08-14","skipped","2026-08-14","National Car Insurance - More - @regression","generated/car-module.test.ts","",""
"","0","Verify that Daily Cash is displayed - TC_404","mobile-chrome","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the EMI Protector addon is displayed - TC_272","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that all available insurers are displayed under Comprehensive plans - TC_229","firefox","2026-08-14","skipped","2026-08-14","Car Insurance - Top Car Insurance Plans - Comprehensive - @regression","generated/car-module.test.ts","",""
"","1","Verify that the FAQ section is displayed - TC_177","chromium","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the starting premium is displayed - TC_309","firefox","2026-08-14","skipped","2026-08-14","SBI Third Party - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Get Quotes Without Car Number CTA is displayed - TC_235","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Bike dropdown is displayed - TC_007","webkit","2026-08-14","skipped","2026-08-14","Bike Dropdown & Navigation - @smoke @regression > Bike Dropdown","generated/dropdown-navigation.test.ts","",""
"","0","Verify that the User should get this Please select type of insurance to proceed to the next step mes - TC_083","webkit","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Home Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the user is able to select Insurer from Our partner sectionand should and land on Insure - TC_115","firefox","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Home Page Flow","generated/partners.test.ts","",""
"","0","Verify that the When is ThirdParty Insurance Better than Comprehensive section is displayed - TC_170","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Get Quotes Without Car Number CTA is displayed - TC_235","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to collapse an expanded FAQ - TC_179","firefox","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - FAQs - @regression","generated/car-module.test.ts","",""
"","0","Verify that all available exclusions are displayed - TC_091","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance Exclusions - @regression","generated/car-module.test.ts","",""
"","0","Verify that the How it works section is displayed - TC_028","chromium","2026-08-14","skipped","2026-08-14","Raise a Claim - @regression > How it works","generated/raise-claim.test.ts","",""
"","0","Verify that the user is able to select insurance type - TC_027","webkit","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Home Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the SBI Customer Care email ID is displayed - TC_357","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Third Party - Customer Care - @regression","generated/car-module.test.ts","",""
"","0","Verify that Personal Accident Cover is displayed - TC_410","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that visit website CTA is visible on all advisor - TC_051","mobile-chrome","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the available comprehensive car insurance insurers are displayed - TC_296","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Other Comprehensive Car Insurance Plans - @regression","generated/car-module.test.ts","",""
"","0","Verify that once user enters Pincode then Submit CTA should enable - TC_063","webkit","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on Find Advisor CTA - TC_080","mobile-safari","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Home Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the ThirdParty Insurance Premium Rates option is clickable - TC_136","mobile-safari","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","0","Verify that the User should get this Please select type of insurance to proceed to the next step mes - TC_082","firefox","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Home Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the user is able to click on Articles - TC_153","webkit","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the Car Insurance Companies Similar To Royal Sundaram section is displayed - TC_445","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Similar Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that the selected Insurer icon is on top of the page - TC_160","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","1","Verify that the View More CTA is displayed - TC_190","chromium","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that the rightside section navigation menu is displayed - TC_312","webkit","2026-08-14","skipped","2026-08-14","SBI Third Party - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that visit website CTA is visible on all advisor - TC_077","firefox","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to select Insurer from Our partner sectionand should and land on Insure - TC_177","webkit","2026-08-14","skipped","2026-08-14","Our partners (Life) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the How to Get the Cheapest ThirdParty Car Insurance section is displayed - TC_175","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the available Royal Sundaram article cards are displayed - TC_437","firefox","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Articles - @regression","generated/car-module.test.ts","",""
"","0","Verify that on clicking Plans tab user should redirect to that particular section on page - TC_168","webkit","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that No of Branches should be present on top of the page - TC_163","webkit","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the User should get this Please select type of insurance to proceed to the next step mes - TC_057","firefox","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the branch count is displayed - TC_376","webkit","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user should land on Insurer page after selecting Insurer - TC_159","firefox","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the user is able to click on articles on the bottom of the page - TC_172","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the ICICI Lombard car insurance option is clickable - TC_188","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user can select different Insurer from dropdown - TC_044","mobile-safari","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the Benefits of FourWheeler ThirdParty Insurance option is clickable - TC_130","firefox","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","0","Verify that the More Insurers option is displayed - TC_300","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Similar Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on More CTA - TC_125","mobile-chrome","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the Generali Central car insurance option is clickable - TC_186","webkit","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that Key Replacement is displayed - TC_406","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user can select different Insurer from dropdown - TC_095","firefox","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the National Car Insurance Addons section is displayed - TC_084","mobile-chrome","2026-08-14","skipped","2026-08-14","National Car Insurance Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to enter bike number - TC_119","webkit","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that Depreciation Waiver Cover is displayed - TC_399","firefox","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the FAQs option is clickable - TC_149","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","0","Verify that the SBI Customer Care email ID is displayed - TC_290","webkit","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Customer Care - @regression","generated/car-module.test.ts","",""
"","0","Verify that the No Claim Bonus Protection addon is displayed - TC_264","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that an insurer namelogo is clickable - TC_219","webkit","2026-08-14","skipped","2026-08-14","Car Insurance - Top Car Insurance Plans - @regression","generated/car-module.test.ts","",""
"","19196","Verify that the Get Quotes CTA is displayed - TC_234","chromium","2026-08-14","failed","2026-08-14","SBI Comprehensive - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to select Insurer from Our partner sectionand should and land on Insure - TC_177","chromium","2026-08-14","skipped","2026-08-14","Our partners (Life) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the How to Get the Cheapest ThirdParty Car Insurance option is clickable - TC_147","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","0","Verify that a cashless garage insurer link is clickable - TC_006","webkit","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that Cashless Claim and Reimbursement Claim options are displayed - TC_415","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that after entering valid pincode click on Submit should land on Advisor Listing Page - TC_067","webkit","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","16542","Verify that the starting premium is displayed - TC_375","chromium","2026-08-14","failed","2026-08-14","Royal Sundaram Own Damage - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to enter Pincode - TC_061","mobile-safari","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the Car Insurance Companies section is displayed - TC_182","chromium","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Car Insurance Companies - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to get Find Advisor Popup - TC_034","chromium","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the user is able to click on Download now CTA on the right side of the page - TC_151","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that after entering valid pincode click on Submit should land on Advisor Listing Page - TC_092","chromium","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","0","Verify that all insurer options are displayed under Car Insurance Companies - TC_003","firefox","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","38431","Verify that an insurer link is clickable - TC_004","chromium","2026-08-14","failed","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the eligible vehicle types FAQ is displayed - TC_451","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - FAQs - @regression","generated/car-module.test.ts","",""
"","0","Verify that the CNGLPG kit FAQ is displayed - TC_452","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - FAQs - @regression","generated/car-module.test.ts","",""
"","0","Verify that all sections are displayed in the Car dropdown - TC_002","firefox","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","1","Verify that the starting premium is displayed - TC_309","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Third Party - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that advisor experience count is visible - TC_048","mobile-chrome","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","2","Verify that the Return on Invoice addon is displayed - TC_268","mobile-safari","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","1","Verify that the FAQ answer content is displayed correctly - TC_181","chromium","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - FAQs - @regression","generated/car-module.test.ts","",""
"","1","Verify that the industry average claim settlement ratio is displayed - TC_325","webkit","2026-08-14","skipped","2026-08-14","SBI Third Party - Claim Settlement Ratio - @regression","generated/car-module.test.ts","",""
"","0","Verify that after entering valid pincode click on Submit should land on Advisor Listing Page - TC_067","firefox","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that on clicking Plans tab user should redirect to that particular section on page - TC_148","firefox","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","25113","Verify that all sections are displayed in the Life dropdown - TC_018","chromium","2026-08-14","failed","2026-08-14","Life Dropdown & Navigation - @smoke @regression > Life Dropdown","generated/dropdown-navigation.test.ts","",""
"","0","Verify that after entering valid pincode click on Submit should land on Advisor Listing Page - TC_041","firefox","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the Addons section is displayed - TC_398","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Add-ons - @regression","generated/car-module.test.ts","",""
"","1","Verify that the Latest Articles section is displayed - TC_115","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance Articles - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Driving License requirement is displayed - TC_351","webkit","2026-08-14","skipped","2026-08-14","SBI Third Party - Documents Required - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on the Raise a Claim CTA - TC_021","mobile-chrome","2026-08-14","skipped","2026-08-14","Raise a Claim - @regression > Raise a Claim Flow","generated/raise-claim.test.ts","",""
"","0","Verify that the user is able to click on Find Advisor CTA - TC_054","firefox","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the FIR requirement is displayed - TC_286","firefox","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Documents Required For Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to click on Download now CTA on the right side of the page - TC_130","mobile-chrome","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the cashless garage count is displayed - TC_377","mobile-safari","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to enter Pincode - TC_086","mobile-chrome","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Find Advisor Popup Flow","generated/shared-flows.test.ts","",""
"","0","Verify that Year of Inception should be present on top of the page - TC_122","mobile-safari","2026-08-14","skipped","2026-08-14","Our partners (BIKE) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the How it works section is displayed - TC_028","webkit","2026-08-14","skipped","2026-08-14","Raise a Claim - @regression > How it works","generated/raise-claim.test.ts","",""
"","0","Verify that the Premium Calculator menu navigates to the Premium Calculator section - TC_314","webkit","2026-08-14","skipped","2026-08-14","SBI Third Party - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that Year of Inception should be present on top of the page - TC_143","webkit","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","1","Verify that clicking on Plans it redirect to life Profile page - TC_110","firefox","2026-08-14","skipped","2026-08-14","Life Dropdown & Navigation - @smoke @regression > Life Landing Page Flow","generated/dropdown-navigation.test.ts","",""
"","13769","Verify that all sections are displayed in the Car dropdown - TC_002","chromium","2026-08-14","passed","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the Advisor list are relevent to selected Insurer or not - TC_097","chromium","2026-08-14","skipped","2026-08-14","Life - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the user is able to click on View all article CTA - TC_154","mobile-chrome","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","1","Verify that after entering valid pincode click on Submit should land on Advisor Listing Page - TC_067","mobile-safari","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
"","0","Verify that the Bifuel Kit Cover addon is displayed - TC_262","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Add-ons - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user is able to select Insurer from Our partner sectionand should and land on Insure - TC_157","webkit","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Home Page Flow","generated/partners.test.ts","",""
"","0","Verify that the surveyor claim assessment information is displayed - TC_346","firefox","2026-08-14","skipped","2026-08-14","SBI Third Party - Claims - @regression","generated/car-module.test.ts","",""
"","0","Verify that the How Does ThirdParty Car Insurance Work option is clickable - TC_128","firefox","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","1","Verify that the three insurance options are displayed - TC_207","mobile-chrome","2026-08-14","skipped","2026-08-14","Car Insurance - Top Quote Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Year of Inception information card is displayed - TC_047","firefox","2026-08-14","skipped","2026-08-14","National Car Insurance - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Get Best Insurance Quotes For section is displayed - TC_150","chromium","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Get Best Insurance Quotes - @regression","generated/car-module.test.ts","",""
"","0","Verify that the threestep Royal Sundaram renewal process is displayed - TC_433","mobile-chrome","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Renewal - @regression","generated/car-module.test.ts","",""
"","0","Verify that advisor policy sold count is visible - TC_049","chromium","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Advisor Listing Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that Year of Inception should be present on top of the page - TC_165","webkit","2026-08-14","skipped","2026-08-14","Our partners (Health) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the insurerspecific Car Insurance page is displayed after clicking the insurer namelogo - TC_220","chromium","2026-08-14","skipped","2026-08-14","Car Insurance - Top Car Insurance Plans - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Articles menu navigates to the Articles section - TC_385","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Section Navigation - @regression","generated/car-module.test.ts","",""
"","0","Verify that the How are ThirdParty Car Insurance Premium Rates Calculated option is clickable - TC_131","mobile-chrome","2026-08-14","skipped","2026-08-14","Third Party Car Insurance - Table of Contents - @regression","generated/car-module.test.ts","",""
"","0","Verify that the article cards are displayed - TC_116","mobile-safari","2026-08-14","skipped","2026-08-14","National Car Insurance Articles - @regression","generated/car-module.test.ts","",""
"","0","Verify that the Customer Care menu navigates to the Customer Care section - TC_243","mobile-chrome","2026-08-14","skipped","2026-08-14","SBI Comprehensive - Section Navigation - @regression","generated/car-module.test.ts","",""
"","18145","Verify that the information provided for the required documents is displayed correctly - TC_102","chromium","2026-08-14","failed","2026-08-14","National Car Insurance Documents - @regression","generated/car-module.test.ts","",""
"","0","Verify that the selected Insurer icon is on top of the page - TC_139","chromium","2026-08-14","skipped","2026-08-14","Our partners (CAR) - @regression > Insurer Landing Page Flow","generated/partners.test.ts","",""
"","0","Verify that the user is able to click on Get a Quote CTA - TC_029","chromium","2026-08-14","skipped","2026-08-14","Bike - Shared Flows - @regression @advisor > Home Page Flow","generated/shared-flows.test.ts","",""
"","0","Verify that the common Manage All Your Policies In One Place section is displayed - TC_440","chromium","2026-08-14","skipped","2026-08-14","Royal Sundaram Own Damage - Common Components - @regression","generated/car-module.test.ts","",""
"","16752","Verify that the cashless garage count is displayed - TC_377","chromium","2026-08-14","failed","2026-08-14","Royal Sundaram Own Damage - Top Section - @regression","generated/car-module.test.ts","",""
"","0","Verify that the user should get this Pincode not found for invalid Pincode - TC_065","mobile-safari","2026-08-14","skipped","2026-08-14","Car Dashboard - @smoke @regression","generated/car-module.test.ts","",""
